Bank,Year,STATE_SHARE,LOANS,ASSETS,DEPOSITS_ASSETS,PROFIT_BT_ASSETS,COST_TO_INCOME,EQUITY_ASSETS,LLOSS_RES_ON_GLOANS
410,2010,0.00,92 634.81,210 061.97,0.30,0.71,95.08,0.09,8.42
410,2011,0.00,119 195.18,260 707.32,0.29,0.50,96.24,0.08,6.44
411,2005,29.29,43 605.35,118 910.45,0.62,1.57,71.63,0.07,2.15
411,2006,29.29,99 463.83,175 383.14,0.51,2.89,58.22,0.08,1.81
411,2007,29.29,137 614.33,221 782.68,0.41,3.86,53.32,0.10,1.97
411,2008,29.29,141 262.89,205 788.22,0.50,3.49,71.53,0.10,2.29
411,2009,29.29,122 153.62,220 565.66,0.36,1.70,90.55,0.12,6.06
411,2011,29.29,142 159.95,259 703.13,0.20,3.04,78.28,0.10,8.29
412,2005,0.00,45 133.78,66 988.97,0.58,3.08,73.86,0.11,2.73
412,2006,0.00,90 549.50,124 588.83,0.53,2.07,77.82,0.07,1.77
412,2007,0.00,125 781.18,179 566.00,0.43,2.86,70.96,0.07,2.06
412,2008,0.00,129 906.47,174 085.14,0.44,2.76,90.22,0.08,7.15
412,2009,0.00,111 668.56,214 019.97,0.36,1.23,96.60,0.11,15.51
412,2010,33.21,104 150.88,230 649.27,0.36,-1.00,104.85,0.08,19.08
412,2011,41.44,127 067.50,258 714.71,0.33,0.93,94.50,0.13,17.62
413,2005,0.00,23 808.81,28 846.87,0.74,1.19,54.99,0.23,2.30
413,2006,0.00,55 347.82,69 412.18,0.78,1.41,71.79,0.10,1.65
413,2007,0.00,93 731.82,113 017.70,0.55,0.96,86.02,0.10,1.12
414,2005,0.00,134 675.76,169 951.82,0.56,3.91,77.46,0.18,16.07
414,2006,0.00,160 602.18,205 522.71,0.40,4.13,81.02,0.20,19.84
414,2008,0.00,181 302.95,224 457.60,0.26,4.39,97.13,0.22,26.56
414,2009,0.00,174 850.59,236 582.35,0.40,0.45,99.69,0.21,31.77
414,2010,0.00,170 941.99,221 754.70,0.48,1.02,98.81,0.24,36.23
414,2011,0.00,145 193.79,256 769.48,0.44,1.49,98.17,0.21,43.25
415,2006,0.00,57 856.34,77 010.95,0.77,2.44,76.25,0.13,4.91
415,2007,0.00,79 919.46,111 207.92,0.79,1.90,59.87,0.17,4.85
415,2008,0.00,66 637.28,90 313.27,0.78,1.74,94.68,0.18,8.17
415,2009,0.00,81 169.59,107 123.94,0.80,1.73,97.16,0.16,10.84
415,2010,0.00,143 113.43,191 320.40,0.86,1.06,97.68,0.10,10.81
415,2011,0.00,208 181.39,255 692.89,0.52,2.09,96.12,0.11,10.45
416,2005,68.00,50 199.08,132 706.75,0.78,3.03,49.16,0.15,14.07
416,2006,68.00,47 912.43,152 664.72,0.55,2.81,32.27,0.16,27.05
416,2007,0.00,62 414.47,199 346.09,0.22,11.29,27.22,0.25,25.78
416,2008,0.00,97 784.55,160 923.10,0.09,5.42,93.16,0.15,16.47
416,2009,0.00,118 561.19,229 705.97,0.15,1.95,98.16,0.19,12.85
416,2010,0.00,136 623.63,247 426.24,0.16,3.26,82.56,0.21,12.81
416,2011,0.00,146 327.16,255 404.35,0.17,2.07,92.31,0.19,11.15
417,2005,0.00,9 580.30,24 292.89,0.45,2.16,73.82,0.28,1.43
417,2006,0.00,15 684.84,82 573.69,0.22,0.61,64.04,0.09,9.68
417,2007,0.00,90 707.64,159 183.78,0.29,4.69,47.70,0.40,4.99
417,2008,0.00,91 122.21,136 024.60,0.25,1.58,97.15,0.40,6.40
417,2009,0.00,84 263.83,132 911.95,0.35,2.06,96.70,0.41,7.40
417,2010,0.00,161 316.17,193 907.54,0.37,0.82,97.21,0.28,2.54
417,2011,0.00,200 543.11,250 315.81,0.30,1.27,93.97,0.21,3.49
418,2006,0.00,23 260.21,53 112.14,0.51,2.62,73.43,0.22,2.78
418,2007,0.00,58 971.69,102 176.10,0.52,3.38,68.75,0.16,3.69
418,2008,0.00,58 791.44,125 532.60,0.52,1.20,96.47,0.08,14.49
418,2009,0.00,42 493.06,125 016.82,0.42,1.61,97.54,0.18,17.32
418,2010,0.00,58 233.35,173 207.77,0.35,0.50,97.98,0.15,16.76
418,2011,0.00,76 844.43,245 123.69,0.25,1.00,97.51,0.09,21.14
419,2005,0.00,21 981.03,31 767.08,0.55,3.03,61.11,0.10,3.16
419,2006,0.00,43 696.81,60 214.35,0.50,1.30,69.96,0.17,4.45
419,2007,0.00,81 473.38,109 300.30,0.33,1.07,85.87,0.10,2.87
419,2008,0.00,93 288.25,134 200.59,0.42,0.82,94.64,0.10,2.91
419,2009,0.00,117 256.81,184 712.81,0.30,0.71,92.09,0.08,3.52
419,2010,0.00,141 348.85,222 096.10,0.40,0.76,92.83,0.08,4.14
419,2011,0.00,147 479.94,242 560.62,0.25,1.05,90.38,0.08,3.84
420,2006,0.00,82 013.85,136 223.51,0.59,1.00,26.52,0.29,24.05
420,2007,0.00,82 254.56,116 858.21,0.45,3.15,34.14,0.38,29.51
420,2008,0.00,110 742.40,121 767.27,0.50,2.92,98.00,0.31,23.58
420,2010,0.00,37 586.60,106 642.83,0.46,2.57,96.92,0.29,22.57
420,2011,0.00,75 859.71,242 137.77,0.76,0.59,96.00,0.11,12.58
421,2005,0.00,80 184.14,107 096.33,0.59,4.22,46.97,0.25,4.33
421,2006,0.00,126 436.04,168 306.68,0.68,5.30,46.28,0.21,2.88
421,2007,0.00,178 011.26,236 268.75,0.74,4.60,49.89,0.19,2.58
421,2008,0.00,151 253.90,221 984.73,0.78,1.79,50.86,0.17,7.24
421,2009,0.00,173 057.97,276 013.25,0.82,1.05,55.64,0.14,9.10
421,2010,0.00,178 620.52,288 812.17,0.83,0.92,52.85,0.14,12.31
421,2011,0.00,154 776.51,240 979.49,0.82,1.14,55.38,0.16,16.57
422,2005,0.00,86 670.72,131 371.50,0.58,1.15,84.06,0.16,5.61
422,2006,0.00,134 616.48,213 378.85,0.47,2.32,62.60,0.15,4.06
423,2006,0.00,58 818.09,119 588.01,0.64,1.40,82.72,0.12,1.20
423,2007,0.00,61 333.20,140 284.28,0.59,2.46,70.01,0.12,2.55
423,2008,0.00,58 364.18,156 213.50,0.72,1.48,93.26,0.11,3.48
423,2009,0.00,56 083.41,201 456.76,0.51,0.96,98.06,0.09,4.14
423,2010,0.00,80 104.11,208 436.41,0.53,0.76,90.52,0.08,1.66
423,2011,0.00,111 588.89,240 787.23,0.53,0.71,91.86,0.07,1.44
424,2005,0.00,40 282.40,57 369.90,0.40,1.20,74.64,0.11,5.33
424,2006,0.00,56 199.78,83 106.25,0.42,2.06,62.33,0.12,6.65
424,2007,0.00,83 054.69,134 716.94,0.46,1.40,58.70,0.09,7.63
424,2008,0.00,82 681.65,132 287.89,0.44,1.61,94.14,0.09,9.84
424,2009,0.00,93 587.16,156 890.38,0.38,0.94,98.02,0.09,12.24
424,2010,0.00,119 163.59,177 642.83,0.43,1.49,93.46,0.09,9.94
424,2011,0.00,135 965.07,239 046.25,0.49,1.21,91.77,0.07,10.32
425,2005,0.00,15 367.50,33 524.75,0.83,1.66,68.40,0.12,8.51
425,2006,0.00,49 448.22,75 532.32,0.86,1.71,48.24,0.09,5.99
425,2008,0.00,101 650.97,191 327.56,0.81,1.31,94.57,0.06,3.90
425,2009,0.00,112 642.04,188 980.41,0.88,1.48,98.17,0.07,10.53
425,2010,0.00,107 433.95,167 188.36,0.86,2.00,95.82,0.08,14.88
425,2011,0.00,131 545.93,235 604.87,0.87,3.36,89.72,0.07,12.57
426,2005,0.00,36 641.78,53 161.65,0.47,2.61,64.87,0.13,1.40
426,2006,0.00,60 974.59,82 822.18,0.43,1.93,60.94,0.11,2.16
426,2007,0.00,86 435.74,116 135.90,0.34,2.79,64.48,0.12,1.40
426,2008,0.00,81 675.44,107 979.64,0.26,1.60,89.82,0.16,2.06
426,2009,0.00,93 198.26,133 428.62,0.33,0.68,96.61,0.13,2.42
426,2010,0.00,135 477.59,171 384.19,0.25,1.07,87.05,0.10,2.53
426,2011,0.00,182 043.94,235 187.15,0.22,1.35,84.88,0.11,3.21
427,2005,97.50,106 252.10,179 053.91,0.71,5.83,57.79,0.12,2.51
427,2006,99.48,94 018.10,245 649.78,0.71,5.22,56.15,0.11,9.27
427,2007,0.00,106 202.79,285 939.16,0.68,7.48,62.07,0.20,5.24
427,2008,0.00,132 158.96,207 998.37,0.57,5.19,89.41,0.26,8.69
427,2010,0.00,70 447.68,224 847.53,0.71,5.51,70.88,0.21,18.09
427,2011,0.00,115 933.45,234 149.10,0.70,5.59,67.52,0.22,10.77
428,2005,0.00,14 118.68,24 858.96,0.64,1.81,76.13,0.14,1.54
428,2006,0.00,43 497.42,75 025.92,0.53,0.76,80.05,0.07,1.49
428,2007,0.00,83 664.07,130 774.37,0.44,1.12,81.87,0.08,1.00
428,2008,0.00,122 660.04,166 038.01,0.51,0.89,97.51,0.07,1.30
428,2009,0.00,133 881.06,199 232.52,0.51,0.32,99.44,0.06,2.23
428,2010,0.00,115 053.00,219 566.19,0.40,0.38,98.40,0.06,4.43
428,2011,0.00,106 569.02,231 372.15,0.41,0.60,97.45,0.07,4.21
429,2005,0.00,41 798.98,66 139.32,0.39,1.39,25.75,0.54,17.72
429,2007,0.00,105 582.12,153 713.20,0.36,3.27,48.90,0.55,18.13
429,2008,0.00,89 580.98,121 636.78,0.32,6.11,92.88,0.60,20.83
429,2009,0.00,140 148.44,171 195.22,0.41,4.58,94.33,0.45,19.96
429,2010,0.00,144 655.19,191 790.07,0.41,2.99,95.07,0.41,25.38
429,2011,0.00,198 152.38,230 614.08,0.45,2.59,96.12,0.34,24.08
430,2005,0.00,105 189.58,163 842.69,0.66,0.92,83.57,0.08,2.84
430,2006,0.00,157 471.89,261 406.17,0.57,1.28,82.63,0.08,2.59
430,2007,0.00,187 223.84,363 969.90,0.39,1.44,74.00,0.08,4.10
430,2008,0.00,134 922.40,227 603.99,0.30,0.91,96.67,0.11,7.00
431,2005,0.00,50 318.77,99 550.08,0.46,1.39,76.06,0.12,2.14
431,2006,0.00,123 018.03,177 330.23,0.60,-1.21,96.20,0.07,2.62
431,2009,0.00,149 195.55,227 402.28,0.80,-3.65,106.71,0.19,2.34
432,2005,0.00,45 869.64,65 881.91,0.59,1.30,83.64,0.06,1.21
432,2006,0.00,73 824.94,103 792.62,0.52,0.95,86.60,0.06,1.15
432,2007,0.00,119 221.22,168 304.70,0.43,0.78,84.78,0.06,1.32
432,2008,0.00,118 651.93,145 193.47,0.37,1.22,92.72,0.07,1.57
432,2009,0.00,141 840.01,187 742.96,0.24,0.58,96.52,0.12,1.79
432,2010,0.00,156 817.62,219 451.54,0.17,0.33,96.77,0.11,2.33
432,2011,0.00,166 539.08,222 719.33,0.12,0.57,93.96,0.10,2.50
433,2005,0.00,39 572.28,99 776.26,0.34,3.75,62.81,0.10,4.43
433,2006,0.00,63 343.88,129 520.19,0.28,3.99,56.86,0.12,2.49
433,2007,0.00,78 032.57,175 090.60,0.26,3.83,52.96,0.12,2.79
433,2008,0.00,80 454.39,147 610.25,0.28,2.95,88.17,0.15,4.60
433,2009,0.00,56 056.93,164 069.11,0.28,2.72,90.55,0.15,11.13
433,2010,0.00,55 062.62,198 477.30,0.36,3.22,75.07,0.14,9.97
433,2011,0.00,49 605.88,222 593.91,0.36,2.58,77.57,0.13,10.57
434,2005,0.00,25 220.92,44 260.26,0.73,2.36,74.90,0.07,12.36
434,2006,0.00,64 634.75,100 747.82,0.56,3.16,31.32,0.08,10.19
434,2007,0.00,99 470.51,145 219.91,0.53,2.81,39.97,0.16,11.33
434,2008,0.00,110 141.93,123 809.14,0.41,5.30,94.58,0.18,11.59
434,2009,0.00,105 308.44,145 701.80,0.51,3.11,96.23,0.27,15.47
434,2010,0.00,114 851.77,170 607.86,0.38,2.56,94.56,0.22,18.02
434,2011,0.00,181 945.26,221 548.85,0.44,3.46,91.82,0.17,12.53
435,2005,0.00,45 261.08,105 142.61,0.74,3.95,80.59,0.10,14.30
435,2006,0.00,63 744.73,170 545.17,0.81,3.45,79.82,0.09,14.85
435,2007,0.00,90 641.52,288 967.66,0.83,3.08,82.24,0.07,12.01
435,2008,0.00,71 341.17,199 540.04,0.77,1.24,96.99,0.11,13.77
435,2009,0.00,49 882.98,220 381.55,0.76,1.28,97.98,0.11,16.61
435,2010,0.00,65 413.57,218 990.28,0.63,0.94,93.69,0.12,8.45
435,2011,0.00,79 030.13,218 908.99,0.58,0.52,96.74,0.11,7.79
436,2005,0.00,39 784.07,71 814.20,0.74,2.02,60.49,0.19,1.27
436,2006,0.00,69 117.13,116 394.53,0.70,2.32,67.91,0.19,1.10
436,2007,0.00,149 864.86,218 082.75,0.56,2.10,63.75,0.14,1.43
437,2005,0.00,71 981.45,105 041.12,0.88,1.09,79.03,0.09,2.16
437,2006,0.00,100 365.16,174 292.41,0.88,2.26,67.00,0.08,1.82
437,2007,0.00,134 585.07,260 940.18,0.61,3.11,54.67,0.08,2.60
437,2008,0.00,62 094.43,178 197.85,0.56,2.42,90.79,0.13,7.21
437,2009,0.00,57 039.15,212 180.78,0.52,-0.23,100.72,0.10,18.13
438,2005,0.00,62 440.03,126 076.48,0.70,2.52,54.08,0.08,3.27
438,2006,0.00,101 861.03,178 996.70,0.60,4.98,44.65,0.09,3.25
438,2007,0.00,130 546.56,260 627.42,0.56,2.96,48.25,0.09,6.00
438,2008,0.00,139 806.37,202 554.46,0.43,2.39,90.95,0.10,9.12
438,2009,0.00,46 748.65,197 744.56,0.32,-0.20,100.52,0.09,39.29
438,2010,0.00,43 077.21,214 614.47,0.34,1.37,92.29,0.09,42.09
438,2011,0.00,27 349.68,211 179.02,0.35,3.96,66.87,0.13,50.64
439,2005,0.00,32 527.30,42 358.80,0.71,2.00,86.94,0.17,1.90
439,2006,0.00,52 644.17,76 795.31,0.30,1.09,86.24,0.18,1.58
439,2007,0.00,81 667.14,113 748.48,0.27,1.18,83.69,0.14,1.91
439,2008,0.00,67 227.07,95 702.51,0.33,0.94,96.22,0.14,3.15
439,2009,0.00,74 098.45,118 486.55,0.32,0.74,98.60,0.12,2.85
439,2010,0.00,105 358.74,165 173.16,0.19,0.69,96.26,0.09,2.44
439,2011,0.00,133 252.07,207 963.41,0.21,2.22,90.78,0.09,1.95
440,2006,0.00,94 785.18,112 695.48,0.17,0.82,77.90,0.19,0.21
440,2007,0.00,183 994.51,219 143.53,0.29,1.08,71.64,0.11,0.34
440,2009,0.00,38 562.75,56 906.51,0.39,2.29,97.85,0.36,1.98
440,2010,0.00,75 819.13,148 501.61,0.55,1.46,90.34,0.18,5.07
440,2011,0.00,113 311.02,207 043.71,0.33,1.36,92.18,0.13,5.10
441,2006,0.00,90 384.11,116 031.84,0.38,2.02,75.48,0.18,2.19
441,2007,88.09,146 720.83,190 878.22,0.40,1.96,74.64,0.13,3.20
441,2008,57.14,131 120.41,161 489.77,0.31,1.82,93.35,0.13,4.71
441,2009,71.43,139 547.53,191 293.18,0.26,1.23,95.60,0.12,6.47
441,2010,71.43,145 402.81,201 643.20,0.27,1.04,95.99,0.11,6.98
441,2011,48.60,126 415.53,202 707.06,0.30,1.30,94.71,0.15,8.51
442,2005,0.00,67 951.33,97 856.97,0.38,1.57,75.57,0.09,2.31
442,2006,0.00,89 029.55,139 226.81,0.41,1.88,75.47,0.08,2.07
442,2007,0.00,110 488.14,173 831.67,0.41,2.23,71.12,0.08,1.53
442,2008,0.00,94 570.74,148 750.60,0.39,2.62,82.48,0.14,1.77
442,2009,0.00,100 849.24,169 356.00,0.40,1.05,94.07,0.12,3.93
442,2010,0.00,111 414.08,193 351.35,0.37,0.61,95.16,0.10,5.63
442,2011,0.00,111 992.85,194 378.66,0.39,1.03,92.47,0.10,7.18
443,2007,0.00,60 834.96,151 554.17,0.38,1.76,76.37,0.08,0.88
443,2008,0.00,60 121.61,139 064.52,0.35,0.73,96.87,0.06,0.93
443,2009,0.00,62 039.32,140 302.86,0.25,0.33,99.36,0.11,1.09
443,2010,0.00,84 542.62,155 762.85,0.32,0.93,82.21,0.10,0.92
443,2011,0.00,98 686.92,194 090.03,0.28,1.11,76.73,0.08,1.15
444,2005,0.00,82 256.20,176 327.71,0.60,0.95,89.34,0.09,3.40
444,2006,0.00,93 073.29,222 033.87,0.59,1.19,82.73,0.09,3.87
444,2007,0.00,135 082.25,246 811.60,0.55,1.29,80.63,0.10,4.03
444,2008,0.00,102 310.22,190 678.59,0.54,1.66,95.00,0.10,3.58
444,2009,0.00,81 111.22,194 845.65,0.49,1.03,98.50,0.18,9.56
444,2010,0.00,84 811.28,192 817.44,0.41,0.79,93.97,0.17,8.79
444,2011,0.00,78 309.27,193 230.23,0.40,0.47,96.29,0.15,6.59
445,2005,0.00,28 402.92,38 068.69,0.61,2.42,63.76,0.08,2.19
445,2006,0.00,65 313.72,75 886.73,0.37,3.34,53.86,0.11,1.67
445,2007,0.00,97 306.59,126 437.90,0.34,3.99,48.59,0.11,2.19
445,2008,0.00,96 014.45,122 331.59,0.44,1.86,87.75,0.11,2.39
445,2009,0.00,93 796.75,138 248.67,0.31,1.46,91.81,0.11,4.12
445,2010,0.00,149 313.05,188 494.23,0.32,0.66,94.04,0.09,2.68
445,2011,0.00,138 057.65,193 038.41,0.26,1.26,90.81,0.09,3.53
446,2006,0.00,72 910.36,206 970.69,0.67,4.54,36.40,0.22,12.56
446,2007,0.00,103 014.23,223 074.12,0.66,3.99,41.68,0.24,10.88
446,2008,0.00,116 900.42,195 251.98,0.74,2.30,95.41,0.21,15.11
446,2009,0.00,120 013.89,208 791.99,0.64,5.15,94.85,0.25,15.54
446,2010,0.00,106 767.74,188 729.75,0.55,1.04,93.84,0.29,16.29
446,2011,0.00,110 706.95,184 786.41,0.53,3.12,76.74,0.30,16.64
447,2005,0.00,48 779.64,102 736.04,0.60,2.03,71.62,0.36,2.09
447,2006,0.00,71 018.68,135 391.23,0.60,2.33,59.75,0.32,3.36
447,2007,0.00,102 582.07,236 207.64,0.70,3.10,53.85,0.21,3.56
447,2008,0.00,100 509.19,206 362.07,0.69,3.46,94.16,0.22,5.50
447,2009,0.00,98 467.01,168 581.78,0.58,2.85,96.71,0.28,11.58
447,2010,0.00,90 461.95,178 463.03,0.55,3.47,86.98,0.28,12.34
447,2011,0.00,105 074.84,181 481.60,0.52,2.46,92.67,0.27,11.25
448,2005,0.00,70 120.53,98 257.14,0.68,1.52,69.56,0.10,2.51
448,2006,0.00,48 746.61,133 629.40,0.51,0.90,64.35,0.08,8.04
448,2007,0.00,73 031.95,145 526.96,0.56,3.34,62.96,0.10,7.04
448,2008,0.00,80 808.74,140 760.48,0.57,2.14,91.16,0.09,7.55
448,2009,0.00,85 445.37,157 196.78,0.55,0.93,97.97,0.09,8.31
448,2010,0.00,98 370.43,185 162.66,0.44,-0.53,102.97,0.06,4.02
448,2011,0.00,119 271.49,181 434.21,0.25,2.70,84.73,0.08,5.23
449,2006,0.00,24 203.20,77 760.94,0.72,1.26,86.95,0.15,3.46
449,2007,0.00,71 332.30,128 109.97,0.54,0.99,66.89,0.10,1.84
449,2008,0.00,81 278.75,123 727.86,0.45,1.11,94.40,0.12,2.32
449,2009,0.00,75 259.73,142 489.08,0.45,0.76,95.58,0.10,3.16
449,2010,0.00,85 936.43,158 624.56,0.48,0.48,97.26,0.09,3.00
449,2011,0.00,114 282.66,180 296.65,0.39,0.86,96.64,0.08,3.66
450,2005,0.00,34 092.56,81 730.08,0.50,1.85,68.95,0.26,4.06
450,2006,0.00,42 918.56,91 440.69,0.73,1.69,79.07,0.27,5.95
450,2007,0.00,45 263.18,101 951.05,0.72,1.98,71.34,0.27,8.47
450,2008,0.00,79 121.56,240 988.08,0.88,0.85,93.27,0.09,7.46
450,2009,0.00,68 228.41,164 875.91,0.78,0.79,98.50,0.14,11.50
450,2010,0.00,68 079.43,138 242.37,0.72,0.88,96.47,0.17,7.72
450,2011,0.00,83 313.51,180 044.54,0.80,0.85,93.01,0.13,9.25
451,2006,0.00,50 972.27,103 152.09,0.83,1.07,75.91,0.07,5.09
451,2007,0.00,75 618.26,186 046.80,0.86,1.41,70.37,0.08,4.15
451,2008,0.00,66 742.29,146 184.88,0.86,1.45,96.40,0.09,3.49
451,2009,0.00,62 364.78,123 935.93,0.82,1.04,98.75,0.11,7.13
451,2010,0.00,72 514.43,140 922.00,0.77,0.52,98.23,0.09,4.26
451,2011,0.00,82 478.68,179 882.47,0.83,0.68,96.70,0.07,3.86
452,2007,0.00,254 706.59,471 174.06,0.40,4.17,69.77,0.58,26.37
452,2010,0.00,102 670.77,231 744.26,0.31,2.77,94.89,0.64,42.11
453,2006,0.00,52 264.74,100 472.56,0.84,1.51,95.98,0.08,16.02
453,2007,0.00,99 180.40,168 501.56,0.82,1.17,82.39,0.12,11.09
453,2008,0.00,104 146.61,164 700.79,0.60,0.85,98.04,0.10,11.84
453,2009,0.00,102 349.80,205 180.47,0.63,0.88,98.77,0.09,16.00
453,2010,0.00,97 619.21,209 823.10,0.73,-1.10,104.65,0.09,18.17
453,2011,0.00,104 209.82,177 707.86,0.78,0.87,96.69,0.12,16.04
454,2005,0.00,121 218.25,146 842.78,0.87,1.86,69.94,0.09,2.26
454,2006,0.00,169 929.63,207 558.13,0.86,2.38,71.21,0.08,2.92
454,2007,0.00,182 274.93,208 326.01,0.84,2.61,63.86,0.10,4.24
454,2008,0.00,126 709.34,138 106.57,0.79,3.19,89.86,0.14,4.24
454,2009,0.00,133 027.16,149 779.79,0.69,0.54,98.27,0.14,4.97
454,2010,0.00,112 425.73,178 965.80,0.65,0.76,97.57,0.11,9.40
454,2011,0.00,92 018.29,177 217.58,0.57,1.21,97.33,0.14,11.00
455,2005,0.00,33 864.68,73 483.51,0.52,1.79,43.59,0.14,17.29
455,2006,0.00,44 764.52,95 863.29,0.70,2.82,46.39,0.13,17.30
455,2007,0.00,48 671.93,173 909.07,0.62,2.07,64.64,0.09,16.56
455,2008,0.00,55 365.11,163 681.98,0.68,2.95,93.86,0.10,9.79
455,2009,0.00,61 888.57,209 530.27,0.66,2.02,96.74,0.09,8.96
455,2010,0.00,48 251.26,200 501.26,0.64,1.74,90.59,0.11,8.60
455,2011,0.00,52 180.26,173 889.82,0.50,0.89,93.81,0.12,6.13
456,2006,0.00,67 613.51,119 921.88,0.51,1.49,58.94,0.12,3.47
456,2007,0.00,112 990.28,193 751.82,0.57,1.96,64.75,0.10,1.92
456,2008,0.00,76 877.21,122 245.34,0.44,2.97,89.61,0.17,2.69
456,2009,0.00,83 221.03,142 086.26,0.45,1.86,94.34,0.17,4.01
456,2010,0.00,102 073.57,171 641.17,0.43,2.19,88.25,0.17,3.48
456,2011,0.00,112 376.09,173 459.98,0.40,2.38,87.90,0.17,3.06
457,2005,0.00,19 981.45,56 657.59,0.47,3.09,90.21,0.43,6.91
457,2006,0.00,61 601.03,82 075.19,0.52,1.75,91.17,0.33,1.67
457,2007,0.00,49 438.61,107 910.63,0.64,1.54,69.47,0.28,5.13
457,2008,0.00,54 863.82,109 690.17,0.68,1.92,97.49,0.24,7.75
457,2009,0.00,49 074.93,127 623.39,0.66,0.85,98.88,0.21,8.60
457,2010,0.00,71 719.36,171 911.74,0.74,0.33,98.99,0.15,6.87
458,2006,0.00,27 888.69,91 975.04,0.70,0.98,78.45,0.05,1.62
458,2007,0.00,74 556.06,128 567.47,0.57,1.58,72.30,0.06,2.56
458,2008,0.00,71 007.48,112 895.23,0.51,1.22,95.94,0.11,3.37
458,2009,0.00,30 031.72,86 113.87,0.48,0.76,98.96,0.16,16.37
458,2010,0.00,80 855.50,157 756.85,0.45,0.46,96.23,0.22,1.89
458,2011,0.00,102 636.50,171 157.03,0.24,0.74,94.96,0.20,2.14
459,2007,0.00,248 303.20,449 674.48,0.81,4.03,48.81,0.15,1.56
459,2008,0.00,68 627.39,303 508.47,0.63,-1.17,104.95,0.17,8.15
459,2009,0.00,44 659.80,196 474.03,0.62,6.77,55.05,0.31,8.71
459,2010,0.00,46 317.04,217 456.49,0.62,1.62,83.39,0.28,7.47
460,2006,0.00,70 146.59,91 496.56,0.30,2.61,39.47,0.49,4.88
460,2007,0.00,68 323.73,109 833.01,0.34,6.19,52.84,0.48,5.55
460,2008,0.00,77 915.55,129 785.34,0.47,2.50,94.42,0.33,3.89
460,2009,0.00,44 836.90,154 495.83,0.49,0.55,99.03,0.30,10.81
460,2010,0.00,33 637.64,179 086.45,0.39,0.95,93.74,0.24,4.89
460,2011,0.00,65 738.55,167 971.58,0.25,0.70,97.19,0.25,8.20
461,2005,0.00,53 651.35,69 781.71,0.56,2.68,56.71,0.12,7.89
461,2006,0.00,68 504.96,96 821.93,0.36,2.41,56.77,0.12,10.08
461,2007,0.00,91 401.64,130 032.55,0.28,4.10,55.51,0.11,8.94
461,2008,0.00,77 045.35,110 217.05,0.24,2.19,92.76,0.12,11.46
461,2009,0.00,83 034.17,159 084.63,0.34,1.21,96.75,0.10,15.77
461,2010,0.00,83 169.87,160 741.15,0.33,1.31,93.72,0.10,15.97
461,2011,0.00,83 314.16,166 524.51,0.34,1.01,96.75,0.09,16.48
462,2006,0.00,48 081.36,83 077.80,0.70,0.93,56.30,0.14,17.63
462,2007,0.00,83 060.84,129 886.33,0.59,1.73,63.38,0.17,13.70
462,2008,0.00,69 103.86,132 059.78,0.61,1.43,97.89,0.14,19.50
462,2009,0.00,51 799.64,148 754.34,0.54,1.81,98.66,0.20,29.67
462,2010,0.00,78 325.45,163 607.15,0.34,1.82,96.09,0.18,20.65
462,2011,0.00,96 599.06,164 798.31,0.36,3.59,93.85,0.19,20.84
463,2005,0.00,65 893.41,89 086.12,0.75,1.10,84.99,0.13,1.89
463,2006,0.00,103 576.42,140 440.96,0.72,2.41,70.24,0.11,1.55
463,2007,0.00,140 804.77,214 875.50,0.62,1.87,65.23,0.10,1.81
463,2008,0.00,76 950.96,129 916.85,0.59,3.49,89.59,0.24,4.33
463,2009,0.00,62 363.41,130 854.55,0.51,-0.86,101.41,0.22,11.16
463,2010,0.00,61 418.32,151 060.96,0.51,-0.66,104.67,0.17,13.80
463,2011,0.00,75 452.06,164 131.71,0.47,0.66,93.55,0.15,9.16
464,2005,0.00,40 598.14,52 394.89,0.44,2.82,56.01,0.12,6.96
464,2006,0.00,53 487.21,75 225.46,0.40,3.44,53.49,0.11,8.42
464,2007,0.00,77 722.66,103 041.24,0.37,5.51,51.42,0.12,7.21
464,2008,0.00,55 048.50,75 884.10,0.29,6.19,89.39,0.22,10.40
464,2009,0.00,58 176.92,92 841.86,0.33,2.67,91.49,0.20,11.41
464,2010,0.00,92 336.13,136 204.00,0.29,1.76,90.54,0.13,10.50
464,2011,0.00,104 243.77,163 718.77,0.25,2.97,88.12,0.15,8.83
465,2005,0.00,6 925.35,11 258.58,0.40,2.72,49.60,0.58,0.34
465,2006,0.00,23 132.38,50 159.77,0.70,1.50,55.85,0.15,2.03
465,2007,0.00,73 024.42,120 402.79,0.60,0.49,81.27,0.20,2.16
465,2008,0.00,56 614.38,104 623.90,0.59,1.29,96.66,0.20,5.53
465,2009,0.00,45 867.31,124 704.88,0.56,1.07,98.92,0.17,12.80
465,2010,0.00,63 819.38,130 744.69,0.52,1.17,94.24,0.17,8.12
465,2011,0.00,60 731.92,162 570.46,0.58,1.89,91.26,0.14,6.06
466,2005,0.00,18 090.23,43 814.09,0.59,2.73,48.45,0.30,6.83
466,2006,0.00,17 666.11,96 231.79,0.71,2.83,79.87,0.17,1.06
466,2007,0.00,31 752.82,187 215.04,0.66,1.65,77.75,0.12,2.35
466,2008,0.00,25 272.16,98 310.44,0.62,3.63,94.88,0.21,3.21
466,2009,0.00,19 568.01,111 801.14,0.54,2.44,98.29,0.20,23.55
